factor_name,organization,factor_year,gender,age,factor_value,event
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,55,0.8515,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,56,0.8407,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,57,0.8297,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,58,0.8186,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,59,0.8076,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,60,0.7965,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,61,0.7854,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,62,0.7744,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,63,0.7633,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,64,0.7523,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,65,0.7412,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,66,0.7301,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,67,0.7191,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,68,0.7080,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,69,0.6970,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,70,0.6859,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,71,0.6748,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,72,0.6638,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,73,0.6527,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,74,0.6413,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,75,0.6290,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,76,0.6159,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,77,0.6021,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,78,0.5874,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,79,0.5720,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,80,0.5557,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,81,0.5386,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,82,0.5208,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,83,0.5021,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,84,0.4827,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,85,0.4624,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,86,0.4413,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,87,0.4195,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,88,0.3968,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,89,0.3734,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,90,0.3491,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,91,0.3240,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,92,0.2982,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,93,0.2715,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,94,0.2441,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,95,0.2158,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,96,0.1867,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,97,0.1569,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,98,0.1262,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,99,0.0948,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,100,0.0625,100Mile
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,5,0.5405,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,6,0.5874,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,7,0.6311,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,8,0.6718,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,9,0.7093,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,10,0.7438,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,11,0.7751,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,12,0.8034,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,13,0.8285,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,14,0.8506,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,15,0.8695,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,16,0.8869,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,17,0.9043,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,18,0.9217,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,19,0.9391,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,20,0.9553,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,21,0.9689,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,22,0.9801,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,23,0.9888,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,24,0.9950,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,25,0.9988,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,26,1.0000,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,27,1.0000,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,28,0.9998,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,29,0.9992,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,30,0.9983,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,31,0.9970,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,32,0.9953,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,33,0.9932,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,34,0.9907,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,35,0.9879,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,36,0.9847,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,37,0.9811,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,38,0.9771,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,39,0.9727,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,40,0.9680,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,41,0.9629,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,42,0.9574,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,43,0.9515,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,44,0.9453,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,45,0.9386,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,46,0.9316,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,47,0.9242,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,48,0.9165,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,49,0.9083,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,50,0.8998,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,51,0.8909,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,52,0.8816,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,53,0.8720,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,54,0.8619,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,55,0.8515,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,56,0.8407,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,57,0.8297,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,58,0.8186,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,59,0.8076,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,60,0.7965,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,61,0.7854,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,62,0.7744,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,63,0.7633,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,64,0.7523,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,65,0.7412,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,66,0.7301,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,67,0.7191,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,68,0.7080,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,69,0.6970,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,70,0.6859,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,71,0.6748,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,72,0.6638,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,73,0.6527,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,74,0.6413,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,75,0.6290,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,76,0.6159,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,77,0.6021,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,78,0.5874,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,79,0.5720,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,80,0.5557,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,81,0.5386,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,82,0.5208,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,83,0.5021,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,84,0.4827,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,85,0.4624,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,86,0.4413,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,87,0.4195,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,88,0.3968,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,89,0.3734,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,90,0.3491,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,91,0.3240,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,92,0.2982,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,93,0.2715,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,94,0.2441,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,95,0.2158,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,96,0.1867,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,97,0.1569,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,98,0.1262,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,99,0.0948,200km
MLDR_25_F_facs,Masters Long Distance Running,2025,Female,100,0.0625,200km
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,5,0.6062,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,6,0.6602,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,7,0.7102,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,8,0.7562,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,9,0.7982,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,10,0.8362,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,11,0.8702,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,12,0.9002,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,13,0.9262,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,14,0.9482,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,15,0.9662,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,16,0.9802,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,17,0.9922,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,18,0.9996,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,19,1,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,20,1,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,21,1,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,22,1,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,23,1,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,24,1,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,25,1,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,26,1,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,27,1,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,28,1,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,29,0.9999,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,30,0.9992,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,31,0.9976,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,32,0.9953,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,33,0.992,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,34,0.988,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,35,0.9832,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,36,0.9775,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,37,0.971,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,38,0.9641,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,39,0.9572,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,40,0.9503,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,41,0.9434,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,42,0.9365,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,43,0.9296,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,44,0.9227,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,45,0.9158,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,46,0.9089,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,47,0.902,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,48,0.8951,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,49,0.8882,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,50,0.8813,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,51,0.8744,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,52,0.8675,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,53,0.8606,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,54,0.8537,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,55,0.8468,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,56,0.8399,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,57,0.833,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,58,0.8261,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,59,0.8192,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,60,0.8123,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,61,0.8054,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,62,0.7985,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,63,0.7916,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,64,0.7847,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,65,0.7778,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,66,0.7709,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,67,0.764,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,68,0.7568,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,69,0.749,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,70,0.7406,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,71,0.7315,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,72,0.7219,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,73,0.7116,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,74,0.7008,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,75,0.6893,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,76,0.6772,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,77,0.6645,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,78,0.6512,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,79,0.6373,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,80,0.6228,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,81,0.6076,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,82,0.5919,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,83,0.5755,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,84,0.5586,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,85,0.541,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,86,0.5228,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,87,0.504,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,88,0.4846,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,89,0.4646,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,90,0.444,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,91,0.4227,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,92,0.4009,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,93,0.3784,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,94,0.3554,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,95,0.3317,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,96,0.3074,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,97,0.2825,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,98,0.257,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,99,0.2309,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,100,0.2042,1MileRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,5,0.6062,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,6,0.6602,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,7,0.7102,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,8,0.7562,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,9,0.7982,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,10,0.8362,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,11,0.8702,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,12,0.9002,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,13,0.9262,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,14,0.9482,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,15,0.9662,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,16,0.9802,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,17,0.9922,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,18,0.9996,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,19,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,20,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,21,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,22,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,23,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,24,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,25,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,26,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,27,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,28,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,29,1,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,30,0.9999,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,31,0.9989,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,32,0.9969,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,33,0.9937,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,34,0.9894,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,35,0.9841,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,36,0.9776,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,37,0.9706,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,38,0.9636,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,39,0.9566,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,40,0.9496,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,41,0.9426,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,42,0.9356,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,43,0.9286,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,44,0.9216,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,45,0.9146,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,46,0.9076,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,47,0.9006,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,48,0.8936,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,49,0.8866,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,50,0.8796,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,51,0.8726,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,52,0.8656,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,53,0.8586,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,54,0.8516,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,55,0.8446,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,56,0.8376,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,57,0.8306,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,58,0.8236,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,59,0.8166,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,60,0.8096,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,61,0.8026,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,62,0.7956,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,63,0.7886,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,64,0.7816,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,65,0.7746,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,66,0.7676,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,67,0.7606,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,68,0.7533,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,69,0.7454,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,70,0.7369,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,71,0.7278,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,72,0.7182,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,73,0.7079,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,74,0.697,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,75,0.6856,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,76,0.6735,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,77,0.6609,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,78,0.6477,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,79,0.6338,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,80,0.6194,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,81,0.6044,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,82,0.5888,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,83,0.5726,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,84,0.5558,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,85,0.5384,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,86,0.5204,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,87,0.5018,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,88,0.4826,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,89,0.4629,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,90,0.4425,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,91,0.4215,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,92,0.4,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,93,0.3778,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,94,0.3551,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,95,0.3318,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,96,0.3078,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,97,0.2833,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,98,0.2582,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,99,0.2325,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,100,0.2062,5kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,5,0.6056,6kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,6,0.6596,6kmRoad
MLDR_20_M_facs,Masters Long Distance Running,2020,Male,7,0.7096,6kmRoad
